Token,POS
Die,LB
vorige,ASA
vrystelling,NSE
sal,VTUOM
dan,BS
steeds,BS
van,SVS
toepassing,NSE
bly,VTHOK
totdat,KO
die,LB
SAID,RL
die,LB
aansoeker,NSE
oor,SVS
'n,LO
beslissing,NSE
ingevolge,SVS
die,LB
nuwe,ASA
wetgewing,NSE
in,SVS
kennis,NSE
gestel,VVHOG
het,VUOT
.,ZE
,
Organisasies,NSM
wat,PB
tans,BS
nie,BS
formeel,BS
van,SVS
inkomstebelasting,NSE
vrygestel,VVHOG
is,VVUOP
nie,UPO
",",VTHOG
kan,VTUOM
'n,LO
ingevulde,ASA
aansoekvorm,NSE
indien,VTHSG
",",VTHOG
saam,BS
met,SVS
die,LB
nodige,ASA
ondersteunende,ASA
dokumente,NSM
en,KN
die,LB
ondertekende,ASA
geskrewe,ASA
onderneming,NSE
waarin,PB
persone,NSM
wat,PB
in,SVS
'n,LO
fidusiêre,ASA
hoedanigheid,NSE
optree,VTHSO
",",VTHOG
onderneem,VTHOG
om,SVS
aan,SVS
die,LB
voorwaardes,NSM
van,SVS
Artikel,NSE
30,RS
van,SVS
die,LB
Wet,NSE
op,SVS
Organisasies,NSM
sonder,SVS
Winsoogmerk,NSE
",",VTHOG
1997,RS
",",VTHOG
te,UPI
voldoen,VTHOV
.,ZE
,
Die,LB
volgende,ASA
ondersteunende,ASA
dokumente,NSM
moet,VTUOM
saam,BS
met,SVS
die,LB
aansoekvorm,NSE
ingedien,VVHOG
word,VTUOP
:,ZM
,
maatskappy,NSE
:,ZM
Heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
akte,NSE
van,SVS
oprigting,NSE
aan,UPW
(,ZPL
insluitende,SVS
kopieë,NSM
van,SVS
al,THAO
die,LB
geregistreerde,ASA
spesiale,ASA
besluite,NSM
wat,PB
die,LB
akte,NSE
van,SVS
oprigting,NSE
wysig,VTHOG
),ZPR
,
trust,NSE
:,ZM
Heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
trustakte,NSE
en,KN
enige,PO
daaropvolgende,ASA
aktes,NSM
van,SVS
wysiging,NSE
aan,UPW
,
vereniging,NSE
van,SVS
persone,NSM
:,ZM
Heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
jongste,AOA
weergawe,NSE
van,SVS
die,LB
grondwet,NSE
aan,UPW
.,ZE
,
Organisasies,NSM
wat,PB
gestig,VVHOG
is,VVUOP
met,SVS
die,LB
hoofdoelstelling,NSE
om,SVS
stipendiums,NSM
",",VTHOG
studiebeurse,NSM
en,KN
ander,ASA
toekennings,NSM
vir,SVS
studie,NSE
",",VTHOG
navorsing,NM
en,KN
onderrig,NA
te,UPI
verskaf,VTHOG
",",VTHOG
moet,VTUOM
naas,SVS
al,THAO
die,LB
ondersteunende,ASA
dokumente,NSM
wat,PB
hierbo,BS
genoem,VVHOG
is,VVUOP
ook,BS
'n,LO
EI,RL
3,RS
Geskrewe,ASA
Onderneming,NSE
invul,VTHSG
en,KN
indien,VTHSG
.,ZE
,
Openbare,ASA
en,KN
onafhanklike,ASA
(,ZPL
privaat,ASA
),ZPR
skole,NSM
",",VTHOG
hoëronderwysinstellings,NSM
",",VTHOG
instellings,NSM
vir,SVS
volwassene-,RWD
basiese,ASA
onderwys,NA
en,KN
opleiding,NA
(,ZPL
VBOO,RL
),ZPR
en,KN
instellings,NSM
vir,SVS
verdere,ASA
onderwys,NA
en,KN
opleiding,NA
(,ZPL
VOO,RL
),ZPR
moet,VTUOM
'n,LO
kopie,NSE
van,SVS
'n,LO
registrasiesertifikaat,NSE
wat,PB
deur,SVS
die,LB
betrokke,ASA
opvoedkundige,ASA
owerheid,NSE
uitgereik,VVHOG
is,VVUOP
",",VTHOG
indien,VTHSG
.,ZE
,
Onderhoud,NM
is,VTHOK
die,LB
plig,NSE
om,SVS
'n,LO
ander,ASA
persoon,NSE
",",VTHOG
byvoorbeeld,BS
'n,LO
minderjarige,NSE
",",VTHOG
te,UPI
voorsien,VTHOG
van,SVS
huisvesting,NSE
",",VTHOG
voedsel,NM
",",VTHOG
klere,NM
",",VTHOG
onderwys,NA
en,KN
mediese,ASA
sorg,NA
",",VTHOG
of,KN
om,SVS
die,LB
middele,NSM
te,UPI
verskaf,VTHOG
wat,PB
nodig,ASP
is,VTHOK
om,SVS
dié,PA
persoon,NSE
van,SVS
hierdie,PA
noodsaaklikhede,NSM
te,UPI
voorsien,VTHOG
.,ZE
,
Hierdie,PA
regsplig,NSE
om,SVS
te,UPI
onderhou,VTHOO
word,VTUOP
"""",ZPL
die,LB
onderhoudsplig,NSE
"""",ZPR
genoem,VVHOG
.,ZE
,
Wie,PV
moet,VTUOM
onderhoud,NM
verskaf,VTHOG
?,ZE
,
Die,LB
onderhoudsplig,NSE
ontstaan,VTHOO
deur,SVS
middel,NSE
van,SVS
bloedverwantskap,NSE
",",VTHOG
aanneming,NSE
",",VTHOG
of,KN
huweliksluiting,NSE
van,SVS
die,LB
partye,NSM
met,SVS
mekaar,PW
.,ZE
,
'n,LO
Kind,NSE
moet,VTUOM
onderhou,VTHOG
word,VTUOP
deur,SVS
,
sy,PDHEB
of,KN
haar,PDVEB
ouers,NSM
",",VTHOG
ongeag,SVS
of,KO
hulle,PDMP
getroud,VVHOG
is,VTHOK
",",VTHOG
saamwoon,VTHSO
",",VTHOG
uitmekaargegaan,VVHOO
het,VUOT
of,KN
geskei,VVHOG
is,VTHOK
",",VTHOG
insluitend,ASP
ouers,NSM
wat,PB
die,LB
kind,NSE
aangeneem,VVHOG
het,VUOT
;,ZM
en,KN
/,RS
of,KN
,
sy,PDHEB
of,KN
haar,PDVEB
grootouers,NSM
",",VTHOG
ongeag,SVS
of,KO
die,LB
kind,NSE
se,UPS
ouers,NSM
met,SVS
mekaar,PW
getroud,ASP
was,VVHOK
of,KN
nie,UPO
.,ZE
,
Hierdie,PA
situasie,NSE
verskil,VTHOO
egter,BS
van,SVS
geval,NSE
tot,SVS
geval,NSE
.,ZE
,
Die,LB
plig,NSE
om,SVS
'n,LO
familielid,NSE
te,UPI
onderhou,VTHOG
is,VTHOK
nie,BS
beperk,ASP
tot,SVS
die,LB
onderhoud,NM
van,SVS
'n,LO
kind,NSE
nie,UPO
.,ZE
,
Enige,PO
familielid,NSE
",",VTHOG
ongeag,SVS
sy,PDHEB
of,KN
haar,PDVEB
ouderdom,NSE
",",VTHOG
kan,VTUOM
onderhoud,NM
vra,VTHOG
van,SVS
enige,PO
familielid,NSE
",",VTHOG
mits,KO
daar,UXD
aan,SVS
die,LB
volgende,ASA
twee,THAB
vereistes,NSM
voldoen,VTHOV
word,VTUOP
:,ZM
,
Die,LB
familielid,NSE
wat,PB
onderhoud,NM
eis,VTHOG
is,VTHOK
nie,BS
in,SVS
staat,NSE
om,SVS
homself,PDHEW
of,KN
haarself,PDVEW
te,UPI
onderhou,VTHOG
nie,UPO
.,ZE
,
Die,LB
familielid,NSE
van,SVS
wie,PB
onderhoud,NM
geëis,VVHOG
word,VTUOP
",",VTHOG
kan,VTUOM
die,LB
onderhoud,NM
wat,PB
geëis,VVHOG
word,VTUOP
",",VTHOG
bekostig,VTHOG
.,ZE
,
Watter,PV
uitgawes,NSM
mag,VTUOM
geëis,VVHOG
word,VTUOP
?,ZE
,
Jy,PTENP
mag,VTUOM
sodanige,ASA
onderhoud,NM
eis,VTHOG
as,KO
wat,PB
redelikerwys,BS
noodsaaklik,ASP
is,VTHOK
om,SVS
die,LB
kind,NSE
of,KN
ander,ASA
persoon,NSE
wat,PB
op,SVS
onderhoud,NM
geregtig,ASP
is,VTHOK
",",VTHOG
te,UPI
voorsien,VTHOG
van,SVS
'n,LO
behoorlike,ASA
opvoeding,NA
en,KN
bestaan,NA
.,ZE
,
Dit,PDOENP
sluit,VTHOG
die,LB
verskaffing,NSE
van,SVS
noodsaaklikhede,NSM
soos,UPV
voedsel,NM
",",VTHOG
klere,NM
en,KN
behuising,NA
in,UPW
",",VTHOG
en,KN
dit,PDOENP
dek,VTHOG
ook,BS
die,LB
kostes,NSM
verbonde,ASP
aan,SVS
die,LB
voorsiening,NA
van,SVS
behoorlike,ASA
onderrig,NA
.,ZE
,
Die,LB
hof,NSE
is,VTHOK
ook,BS
by,SVS
magte,NSM
om,SVS
die,LB
vader,NSE
te,UPI
beveel,VTHOG
om,SVS
by,UPW
te,UPI
dra,VTHOO
tot,SVS
die,LB
betaling,NSE
van,SVS
laying-in,RV
expenses,RV
[,ZPL
?,ZE
?,ZE
],ZPR
en,KN
onderhoud,NM
van,SVS
die,LB
kind,NSE
se,UPS
geboortedatum,NSE
af,SVS
tot,SVS
op,SVS
die,LB
dag,NSE
waarop,PB
die,LB
onderhoudsbevel,NSE
toegestaan,VVHOG
word,VTUOP
.,ZE
,
Die,LB
hof,NSE
kan,VTUOM
ook,BS
'n,LO
bevel,NSE
verleen,VTHOG
ten,SVS
opsigte,NSM
van,SVS
die,LB
betaling,NSE
van,SVS
mediese,ASA
onkoste,NSE
",",VTHOG
of,KN
hy,PDHENP
kan,VTUOM
beveel,VTHOG
dat,KO
die,LB
kind,NSE
as,KO
'n,LO
afhanklike,NSE
op,SVS
die,LB
mediese,ASA
fonds,NSE
van,SVS
een,THAB
van,UPD
die,LB
partye,NSM
geregistreer,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
Ten,SVS
einde,NSE
die,LB
hof,NSE
in,SVS
staat,NSE
te,UPI
stel,VTHOG
om,SVS
'n,LO
billike,ASA
onderhoudsbevel,NSE
te,UPI
verleen,VTHOG
",",VTHOG
moet,VTUOM
albei,THAB
die,LB
partye,NSM
die,LB
hof,NSE
van,SVS
bewys,NSE
van,SVS
hulle,PDMB
uitgawes,NSM
voorsien,VTHOG
.,ZE
,
Jou,PTEB
kinders,NSM
se,UPS
reg,NA
op,SVS
onderhoud,NM
is,VTHOK
nie,BS
afhanklik,ASP
van,SVS
jou,PTEB
siening,NSE
van,SVS
die,LB
ander,ASA
ouer,NSE
se,UPS
gedrag,NSE
nie,UPO
.,ZE
Jy,PTENP
moet,VTUOM
steeds,BS
onderhoud,NM
betaal,VTHOG
",",VTHOG
selfs,BS
indien,KO
die,LB
ander,ASA
ouer,NSE
,
weer,BS
trou,VTHOO
;,ZM
,
by,SVS
'n,LO
ander,ASA
verhouding,NSE
betrokke,ASP
is,VTHOK
;,ZM
,
jou,PTEDP
nie,BS
toelaat,VTHSO
om,SVS
die,LB
kinders,NSM
te,UPI
besoek,VTHOG
nie,UPO
;,ZM
of,KN
,
indien,KO
enige,PO
van,UPD
die,LB
partye,NSM
later,BV
nog,BS
kinders,NSM
het,VTHOG
.,ZE
,
Jou,PTEB
plig,NSE
om,SVS
onderhoud,NM
te,UPI
betaal,VTHOG
en,KN
jou,PTEB
reg,NSE
op,SVS
toegang,NA
tot,SVS
jou,PTEB
kinders,NSM
is,VTHOK
twee,THAB
heeltemal,BS
verskillende,ASA
sake,NSM
",",VTHOG
wat,PB
op,SVS
geen,THAB
manier,NSE
van,SVS
mekaar,PW
afhanklik,ASP
is,VTHOK
nie,UPO
.,ZE
,
Indien,KO
enige,PO
van,UPD
die,LB
partye,NSM
nog,BS
kinders,NSM
sou,VVUOM
hê,VTHOG
",",VTHOG
sal,VTUOM
dit,PDOENP
geen,THAB
invloed,NSE
op,SVS
die,LB
onderhoudsplig,NSE
uitoefen,VTHSG
nie,UPO
.,ZE
,
Die,LB
onderhoudsbedrag,NSE
wat,PB
betaal,VTHOG
moet,VTUOM
word,VTUOP
",",VTHOG
kan,VTUOM
egter,BS
deur,SVS
die,LB
hof,NSE
gewysig,VVHOG
word,VTUOP
indien,KO
enige,PO
van,UPD
die,LB
partye,NSM
so,UPV
'n,LO
aansoek,NSE
sou,VVUOM
bring,VTHOG
.,ZE
,
Stappe,NSM
om,SVS
te,UPI
volg,VTHOG
,
Doen,VTHOG
om,SVS
onderhoud,NM
aansoek,NSE
by,SVS
die,LB
landdroshof,NSE
in,SVS
die,LB
distrik,NSE
waar,PB
jy,PTENP
woon,VTHOO
.,ZE
,
Jou,PTEB
plaaslike,ASA
hof,NSE
sal,VTUOM
vir,SVS
jou,PTEDP
kan,VTUOM
sê,VTHOO
by,SVS
watter,PB
hof,NSE
jy,PTENP
om,SVS
onderhoud,NM
aansoek,NSE
moet,VTUOM
doen,VTHOG
indien,KO
jy,PTENP
nie,BS
seker,ASP
is,VTHOK
nie,UPO
.,ZE
,
Gaan,VTHOO
na,SVS
die,LB
aangewese,ASA
hof,NSE
",",VTHOG
vul,VTHOG
vorm,NSE
A,RS
:,ZM
Aansoek,NSE
om,SVS
'n,LO
onderhoudsbevel,NSE
in,UPW
",",VTHOG
en,KN
handig,VTHOG
dit,PDOENP
in,UPW
.,ZE
,
Saam,BS
met,SVS
die,LB
voltooide,ASA
vorm,NSE
moet,VTUOM
jy,PTENP
ook,BS
bewys,NSE
indien,VTHSG
van,SVS
jou,PTEB
maandelikse,ASA
inkomste,NSE
en,KN
uitgawes,NSM
",",VTHOG
soos,UPV
kwitansies,NSM
vir,SVS
voedselaankope,NSM
",",VTHOG
die,LB
elektrisiteitsrekening,NSE
en,KN
/,RS
of,KN
betaling,NSE
van,SVS
huishuur,NSE
.,ZE
,
Die,LB
hof,NSE
sal,VTUOM
jou,PTEDP
voorsien,VTHOG
van,SVS
'n,LO
datum,NSE
waarop,PB
jy,PTENP
en,KN
die,LB
respondent,NSE
(,ZPL
die,LB
persoon,NSE
van,SVS
wie,PB
jy,PTENP
onderhoud,NM
verlang,VTHOG
),ZPR
na,SVS
die,LB
hof,NSE
toe,SVS
moet,VTUOM
gaan,VTHOO
.,ZE
,
'n,LO
Onderhoudsbeampte,NSE
en,KN
'n,LO
ondersoeker,NSE
sal,VTUOM
jou,PTEB
eis,NSE
ondersoek,VTHOG
en,KN
jou,PTEB
omstandighede,NSM
nagaan,VTHSG
.,ZE
,
Die,LB
hof,NSE
sal,VTUOM
'n,LO
dagvaarding,NSE
(,ZPL
'n,LO
brief,NSE
wat,PB
'n,LO
persoon,NSE
opdrag,NSE
gee,VTHOG
om,SVS
na,SVS
die,LB
hof,NSE
toe,SVS
te,UPI
gaan,VTHOO
),ZPR
op,SVS
die,LB
respondent,NSE
(,ZPL
die,LB
persoon,NSE
teen,SVS
wie,PB
die,LB
aansoek,NSE
om,SVS
onderhoud,NM
gebring,VVHOG
word,VTUOP
),ZPR
laat,VTUOA
beteken,VTHOO
om,SVS
op,SVS
'n,LO
sekere,ASA
dag,NSE
in,SVS
die,LB
hof,NSE
te,UPI
verskyn,VTHOO
ten,SVS
einde,NSE
die,LB
aangeleentheid,NSE
te,UPI
bespreek,VTHOG
.,ZE
,
Die,LB
respondent,NSE
het,VTHOG
nou,BS
die,LB
keuse,NSE
om,SVS
toe,UPW
te,UPI
stem,VTHOO
tot,SVS
betaling,NSE
van,SVS
die,LB
onderhoud,NM
wat,PB
geëis,VVHOG
word,VTUOP
",",VTHOG
of,KN
om,SVS
die,LB
aangeleentheid,NSE
in,SVS
die,LB
hof,NSE
teen,UPW
te,UPI
staan,VTHOG
.,ZE
,
Indien,KO
die,LB
respondent,NSE
instem,VTHSO
om,SVS
onderhoud,NM
te,UPI
betaal,VTHOG
",",VTHOG
sal,VTUOM
'n,LO
landdros,NSE
die,LB
relevante,ASA
dokumente,NSM
nagaan,VTHSG
.,ZE
,
Die,LB
landdros,NSE
sal,VTUOM
dan,BS
'n,LO
bevel,NSE
maak,VTHOG
",",VTHOG
en,KN
hy,PDHENP
of,KN
sy,PDVENP
mag,VTUOM
besluit,VTHOG
om,SVS
dit,PDOENP
te,UPI
doen,VTHOG
sonder,SVS
om,SVS
van,SVS
die,LB
partye,NSM
te,UPI
vereis,VTHOG
om,SVS
in,SVS
die,LB
hof,NSE
te,UPI
verskyn,VTHOO
.,ZE
,
Indien,KO
die,LB
persoon,NSE
wat,PB
na,SVS
bewering,NSE
aanspreeklik,ASP
is,VTHOK
vir,SVS
die,LB
betaling,NSE
van,SVS
onderhoud,NM
nie,BS
toestem,VTHSO
tot,SVS
die,LB
verlening,NSE
van,SVS
'n,LO
onderhoudsbevel,NSE
nie,UPO
",",VTHOG
moet,VTUOM
hy,PDHENP
of,KN
sy,PDVENP
in,SVS
die,LB
hof,NSE
verskyn,VTHOO
",",VTHOG
waar,PB
getuienis,NSE
van,SVS
albei,THAB
die,LB
partye,NSM
én,KN
hulle,PDMB
onderskeie,ASA
getuies,NSM
aangehoor,VVHOG
sal,VTUOM
word,VTUOP
.,ZE
,
Indien,KO
die,LB
hof,NSE
bevind,VTHOO
dat,KO
'n,LO
persoon,NSE
aanspreeklik,ASP
is,VTHOK
vir,SVS
die,LB
betaling,NSE
van,SVS
onderhoud,NM
",",VTHOG
sal,VTUOM
hy,PDHENP
'n,LO
bevel,NSE
maak,VTHOG
waarin,PB
hy,PDHENP
bepaal,VTHOG
hoeveel,PB
onderhoud,NM
betaal,VTHOG
moet,VTUOM
word,VTUOP
.,ZE
,
Die,LB
hof,NSE
sal,VTUOM
ook,BS
bepaal,VTHOG
wanneer,PB
en,KN
hoe,PB
onderhoudsbetalings,NSM
gemaak,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
Die,LB
hof,NSE
kan,VTUOM
beveel,VTHOG
dat,KO
onderhoudsgeld,NM
op,SVS
een,THAB
van,UPD
die,LB
volgende,ASA
maniere,NSM
betaal,VTHOG
moet,VTUOM
word,VTUOP
:,ZM
,
By,SVS
die,LB
plaaslike,ASA
landdroskantoor,NSE
of,KN
enige,PO
ander,ASA
regeringskantoor,NSE
wat,PB
vir,SVS
hierdie,PA
doel,NSE
aangewys,VVHOG
is,VVUOP
,
Inbetaling,NSE
in,SVS
die,LB
bank-,RWD
of,KN
bougenootskaprekening,NSE
wat,PB
deur,SVS
die,LB
betrokke,ASA
persoon,NSE
verstrek,VTHOG
is,VVUOP
,
Regstreeks,BS
aan,SVS
die,LB
persoon,NSE
wat,PB
op,SVS
die,LB
geld,NM
geregtig,ASP
is,VTHOK
,
Deur,SVS
middel,NSE
van,SVS
'n,LO
bevel,NSE
wat,PB
aan,SVS
die,LB
werkgewer,NSE
van,SVS
persoon,NSE
wat,PB
aanspreeklik,ASP
is,VTHOK
vir,SVS
die,LB
betaling,NSE
van,SVS
onderhoud,NM
opdrag,NSE
gee,VTHOG
om,SVS
die,LB
onderhoudsbetalings,NSM
regstreeks,BS
van,SVS
sy,PDHEB
werknemer,NSE
se,UPS
salaris,NSE
af,UPW
te,UPI
trek,VTHOG
",",VTHOG
in,SVS
ooreenstemming,NA
met,SVS
die,LB
Wet,NSE
op,SVS
Onderhoud,NM
",",VTHOG
1998,RS
,
Die,LB
aansoekvorm,NSE
moet,VTUOM
deur,SVS
die,LB
applikant,NSE
(,ZPL
aansoeker,NSE
),ZPR
self,PDOEW
ingevul,VVHOG
word,VTUOP
en,KN
nie,BS
deur,SVS
'n,LO
derde,TRAB
party,NSE
nie,UPO
",",VTHOG
anders,KO
sal,VTUOM
die,LB
aansoek,NSE
nie,BS
oorweeg,VTHOG
word,VTUOP
nie,UPO
.,ZE
,
Raadpleeg,VTHOG
die,LB
aansoekgids,NSE
om,SVS
jou,PTEDP
deur,SVS
die,LB
registrasieproses,NSE
te,UPI
help,VTHOO
.,ZE
,
In,SVS
die,LB
afdeling,NSE
Soort,NSE
kliënt,NSE
:,ZM
,
merk,VTHOG
die,LB
die,LB
invoerder-blokkie,NSED
",",VTHOG
onder,SVS
registrasie,NSE
.,ZE
,
Verstrek,VTHOG
die,LB
volgende,ASA
inligting,NM
in,SVS
die,LB
afdeling,NSE
Invoerdersbesonderhede,NM
:,ZM
,
jou,PTEB
onderneming,NSE
se,UPS
handelsnaam,NSE
,
jou,PTEB
onderneming,NSE
se,UPS
straatnaam,NSE
en,KN
-nommer,RWD
,
die,LB
naam,NSE
en,KN
verdiepingnommer,NSE
van,SVS
die,LB
gebou,NSE
waarin,PB
die,LB
onderneming,NSE
bedryf,VTHOG
word,VTUOP
,
die,LB
voorstad,NSE
waarin,PB
die,LB
onderneming,NSE
geleë,ASP
is,VTHOK
,
die,LB
stad,NSE
of,KN
dorp,NSE
waarin,PB
die,LB
onderneming,NSE
geleë,ASP
is,VTHOK
,
die,LB
straatkode,NSE
van,SVS
die,LB
voorstad,NSE
waarin,PB
die,LB
onderneming,NSE
geleë,ASP
is,VTHOK
,
wie,PB
verantwoordelik,ASP
sal,VTUOM
wees,VTHOK
vir,SVS
die,LB
opstel,NA
en,KN
voorlegging,NSE
van,SVS
dokumente,NSM
aan,SVS
die,LB
Suid-Afrikaanse,ASA
Inkomstediens,NSE
;,ZM
en,KN
,
of,KO
jy,PTENP
die,LB
dokumente,NSM
sal,VTUOM
opstel,VTHSG
en,KN
voorlê,VTHSG
",",VTHOG
en,KN
of,KO
'n,LO
agent,NSE
aangestel,VVHOG
sal,VTUOM
word,VTUOP
om,SVS
dit,PDOENP
te,UPI
doen,VTHOG
.,ZE
,
Die,LB
afdeling,NSE
",",VTHOG
Magtiging,NA
om,SVS
aansoek,NSE
te,UPI
doen,VTHOG
",",VTHOG
moet,VTUOM
ingevul,VVHOG
word,VTUOP
deur,SVS
die,LB
persoon,NSE
(,ZPL
alleeneienaar,NSE
",",VTHOG
direkteur,NSE
",",VTHOG
vennote,NSM
",",VTHOG
lid,NSE
",",VTHOG
trustee,NSE
of,KN
persoon,NSE
wat,PB
die,LB
besigheid,NSE
bestuur,VTHOG
),ZPR
wat,PB
aansoek,NSE
doen,VTHOG
om,SVS
registrasie,NSE
as,KO
'n,LO
invoerder,NSE
.,ZE
,
Die,LB
naam,NSE
van,SVS
die,LB
applikant,NSE
of,KN
die,LB
geregistreerde,ASA
naam,NSE
van,SVS
die,LB
besigheid,NSE
",",VTHOG
en,KN
nie,BS
die,LB
handelsnaam,NSE
nie,UPO
",",VTHOG
moet,VTUOM
hier,BS
ingevul,VVHOG
word,VTUOP
.,ZE
,
Waar,PB
'n,LO
asterisk,NSE
(,ZPL
*,RS
),ZPR
voorkom,VTHSG
",",VTHOG
moet,VTUOM
jy,PTENP
dit,PDOENP
wat,PB
nie,BS
van,SVS
toepassing,NSE
is,VTHOK
nie,UPO
",",VTHOG
skrap,VTHOG
.,ZE
,
In,SVS
die,LB
afdeling,NSE
",",VTHOG
Verklaring,NSE
",",VTHOG
moet,VTUOM
jy,PTENP
die,LB
volgende,ASA
inligting,NM
verstrek,VTHOG
:,ZM
,
die,LB
voorletters,NSM
en,KN
van,NSE
van,SVS
die,LB
persoon,NSE
wat,PB
om,SVS
registrasie,NSE
aansoek,NSE
doen,VTHOG
,
die,LB
status,NA
van,SVS
die,LB
aansoeker,NSE
",",VTHOG
bv.,RA
direkteur,NSE
",",VTHOG
bestuurder,NSE
",",VTHOG
eienaar,NSE
,
die,LB
aansoeker,NSE
moet,VTUOM
die,LB
aansoekvorm,NSE
onderteken,VTHOG
,
die,LB
datum,NSE
waarop,PB
die,LB
aansoek,NSE
onderteken,VTHOG
is,VVUOP
,
die,LB
plek,NSE
waar,PB
die,LB
aansoek,NSE
onderteken,VTHOG
is,VVUOP
.,ZE
,
Vul,VTHOG
die,LB
aansoekvorm,NSE
in,UPW
en,KN
handig,VTHOG
dit,PDOENP
in,UPW
by,SVS
die,LB
naaste,AOA
SAID-doeane-en-aksynskantoor,NSE
in,SVS
.,ZE
,
Heg,VTHOG
oorspronklike,ASA
of,KN
gewaarmerkte,ASA
kopieë,NSM
van,SVS
die,LB
volgende,ASA
dokumente,NSM
by,SVS
die,LB
aansoekvorm,NSE
aan,UPW
:,ZM
,
'n,LO
Permit,NSE
van,SVS
die,LB
Departement,NSE
van,SVS
Handel,NA
en,KN
Nywerheid,NSE
-,ZM
indien,KO
van,SVS
toepassing,NSE
,
formules,NSM
-,ZM
indien,KO
daar,UXD
ingevolge,SVS
kortingsitem,NSE
607.04.10(02),RS
",",VTHOG
607.04.10(03),RS
",",VTHOG
607.04.10(09),RS
en,KN
607.04.10(12),RS
aansoek,NSE
gedoen,VVHOG
word,VTUOP
,
identiteitsdokumente,NSM
-,ZM
in,SVS
die,LB
geval,NSE
van,SVS
'n,LO
Suid-Afrikaanse,ASA
burger,NSE
,
paspoortdokumente,NSM
-,ZM
in,SVS
die,LB
geval,NSE
van,SVS
'n,LO
nie-inwonende,ASA
(,ZPL
nie-ingesete,ASA
),ZPR
:,ZM
,
individu,NSE
,
vennote,NSM
in,SVS
'n,LO
beslote,ASA
korporasie,NSE
of,KN
trust,NSE
:,ZM
alle,THAO
lede,NSM
",",VTHOG
vennote,NSM
of,KN
trustees,NSM
,
'n,LO
maatskappy,NSE
:,ZM
alle,THAO
direkteure,NSM
",",VTHOG
insluitende,SVS
die,LB
besturende,ASA
direkteur,NSE
en,KN
die,LB
finansiële,ASA
direkteur,NSE
.,ZE
,
Die,LB
aansoekvorm,NSE
(,ZPL
DA,RL
185,RS
),ZPR
moet,VTUOM
deur,SVS
die,LB
applikant,NSE
self,PDOEW
ingevul,VVHOG
word,VTUOP
en,KN
nie,BS
deur,SVS
'n,LO
derde,TRAB
party,NSE
nie,UPO
",",VTHOG
anders,KO
sal,VTUOM
die,LB
aansoek,NSE
nie,BS
oorweeg,VTHOG
word,VTUOP
nie,UPO
.,ZE
,
Gaan,VTHOO
na,SVS
die,LB
Korting-blokkie,NSED
in,SVS
die,LB
deel,NSE
Kliënttipes,NSM
(,ZPL
A,RS
),ZPR
van,SVS
die,LB
Registrasie-gedeelte,NSE
.,ZE
,
Verstrek,VTHOG
die,LB
volgende,ASA
inligting,NM
in,SVS
die,LB
Handelsbesonderhede-gedeelte,NSE
(,ZPL
Kliënttipe,NSE
II,RS
),ZPR
:,ZM
,
jou,PTEB
besigheid,NSE
se,UPS
handelsnaam,NSE
,
die,LB
straatnaam,NSE
en,KN
nommer,NSE
van,SVS
die,LB
kortingspakhuis,NSE
,
die,LB
naam,NSE
en,KN
nommer,NSE
van,SVS
die,LB
vloer,NSE
in,SVS
die,LB
gebou,NSE
waar,PB
die,LB
besigheid,NSE
bedryf,VTHOG
word,VTUOP
,
die,LB
voorstad,NSE
waarin,PB
die,LB
besigheid,NSE
geleë,ASP
is,VTHOK
,
die,LB
stad,NSE
of,KN
dorp,NSE
waarin,PB
die,LB
besigheid,NSE
geleë,ASP
is,VTHOK
,
die,LB
straatkode,NSE
van,SVS
die,LB
voorstad,NSE
waarin,PB
die,LB
besigheid,NSE
geleë,ASP
is,VTHOK
.,ZE
,
Die,LB
Magtiging,NA
om,SVS
aansoek,NSE
te,UPI
doen-gedeelte,NSE
moet,VTUOM
deur,SVS
die,LB
applikant,NSE
(,ZPL
alleeneienaar,NSE
",",VTHOG
direkteur,NSE
",",VTHOG
vennote,NSM
",",VTHOG
lid,NSE
",",VTHOG
trustee,NSE
of,KN
persoon,NSE
wat,PB
enige,PO
ander,ASA
maatskappy,NSE
bestuur,VTHOG
),ZPR
voltooi,VTHOG
word,VTUOP
wanneer,PB
daar,UXD
om,SVS
registrasie,NSE
as,KO
'n,LO
kortinggebruiker,NSE
aansoek,NSE
gedoen,VVHOG
word,VTUOP
.,ZE
,
Die,LB
naam,NSE
van,SVS
die,LB
applikant,NSE
of,KN
die,LB
geregistreerde,ASA
naam,NSE
van,SVS
die,LB
entiteit,NSE
",",VTHOG
en,KN
nie,BS
die,LB
handelsnaam,NSE
nie,UPO
",",VTHOG
moet,VTUOM
hier,BS
ingevul,VVHOG
word,VTUOP
.,ZE
,
Op,SVS
al,THAO
die,LB
plekke,NSM
waar,PB
die,LB
asterisk,NSE
(,ZPL
*,RS
),ZPR
voorkom,VTHSG
",",VTHOG
moet,VTUOM
jy,PTENP
skrap,VTHOG
wat,PB
nie,BS
van,SVS
toepassing,NSE
is,VTHOK
nie,UPO
